GRID DEGREE,GRID SIZE,NUM TYPES,INITIALIZATION,UTILITY,STEPS,evenness,# colorful edges,Is max (evenness),Is max (# colorful edges)
GRID_4DEG_WORLD,20x20,5,schelling_random_init,AvgDiffTypeCountingDiversityUtility,119.03333333333333,0.0,1.0,0,1
GRID_4DEG_WORLD,20x20,6,random_init,BinaryDiversityUtility,0.03333333333333333,0.0,0.8340833333333333,1,0
GRID_4DEG_WORLD,20x20,6,random_init,TypeCountingDiversityUtility,48.53333333333333,0.0,0.9939166666666667,0,0
GRID_4DEG_WORLD,20x20,6,random_init,DifferenceCountDiversityUtility,48.733333333333334,0.0,0.998375,0,0
GRID_4DEG_WORLD,20x20,6,random_init,AvgDiffTypeCountingDiversityUtility,52.2,0.0,1.0,0,1
GRID_4DEG_WORLD,20x20,6,schelling_random_init,BinaryDiversityUtility,16.166666666666668,0.0,0.5202083333333333,1,0
GRID_4DEG_WORLD,20x20,6,schelling_random_init,TypeCountingDiversityUtility,116.86666666666666,0.0,0.9919166666666667,0,0
GRID_4DEG_WORLD,20x20,6,schelling_random_init,DifferenceCountDiversityUtility,113.0,0.0,0.9977083333333333,0,0
GRID_4DEG_WORLD,20x20,6,schelling_random_init,AvgDiffTypeCountingDiversityUtility,116.6,0.0,1.0,0,1
GRID_4DEG_WORLD,20x20,7,random_init,BinaryDiversityUtility,0.0,0.0,0.8614166666666667,1,0
GRID_4DEG_WORLD,20x20,7,random_init,TypeCountingDiversityUtility,42.266666666666666,0.0,0.9962916666666666,0,0
GRID_4DEG_WORLD,20x20,7,random_init,DifferenceCountDiversityUtility,41.86666666666667,0.0,0.9983333333333333,0,0
GRID_4DEG_WORLD,20x20,7,random_init,AvgDiffTypeCountingDiversityUtility,44.666666666666664,0.0,1.0,0,1
GRID_4DEG_WORLD,20x20,7,schelling_random_init,BinaryDiversityUtility,13.133333333333333,0.0,0.5207499999999999,1,0
GRID_4DEG_WORLD,20x20,7,schelling_random_init,TypeCountingDiversityUtility,114.66666666666667,0.0,0.9953749999999999,0,0
GRID_4DEG_WORLD,20x20,7,schelling_random_init,DifferenceCountDiversityUtility,109.73333333333333,0.0,0.9984583333333333,0,0
GRID_4DEG_WORLD,20x20,7,schelling_random_init,AvgDiffTypeCountingDiversityUtility,114.56666666666666,0.0,1.0,0,1
GRID_4DEG_WORLD,20x20,8,random_init,BinaryDiversityUtility,0.0,0.0,0.8738333333333334,1,0
GRID_4DEG_WORLD,20x20,8,random_init,TypeCountingDiversityUtility,39.1,0.0,0.9968750000000001,0,0
GRID_4DEG_WORLD,20x20,8,random_init,DifferenceCountDiversityUtility,38.96666666666667,0.0,0.998625,0,0
GRID_4DEG_WORLD,20x20,8,random_init,AvgDiffTypeCountingDiversityUtility,41.333333333333336,0.0,1.0,0,1
GRID_4DEG_WORLD,20x20,8,schelling_random_init,BinaryDiversityUtility,10.933333333333334,0.0,0.5269999999999999,1,0
GRID_4DEG_WORLD,20x20,8,schelling_random_init,TypeCountingDiversityUtility,112.13333333333334,0.0,0.997,0,0
GRID_4DEG_WORLD,20x20,8,schelling_random_init,DifferenceCountDiversityUtility,108.6,0.0,0.998875,0,0
GRID_4DEG_WORLD,20x20,8,schelling_random_init,AvgDiffTypeCountingDiversityUtility,110.73333333333333,0.0,1.0,0,1
GRID_8DEG_WORLD,20x20,2,random_init,BinaryDiversityUtility,0.26666666666666666,0.002223425235278165,0.5014583333333332,1,0
GRID_8DEG_WORLD,20x20,2,random_init,TypeCountingDiversityUtility,0.26666666666666666,0.002223425235278165,0.5014583333333332,0,0
GRID_8DEG_WORLD,20x20,2,random_init,DifferenceCountDiversityUtility,71.43333333333334,0.002132664119326639,0.6865000000000002,0,1
GRID_8DEG_WORLD,20x20,2,random_init,AvgDiffTypeCountingDiversityUtility,71.43333333333334,0.002132664119326639,0.6865000000000002,0,0
GRID_8DEG_WORLD,20x20,2,schelling_random_init,BinaryDiversityUtility,18.866666666666667,0.0019910005535986397,0.4264166666666667,0,0
GRID_8DEG_WORLD,20x20,2,schelling_random_init,TypeCountingDiversityUtility,18.866666666666667,0.0019910005535986397,0.4264166666666667,0,0
GRID_8DEG_WORLD,20x20,2,schelling_random_init,DifferenceCountDiversityUtility,89.4,0.0021202498768680667,0.690875,1,1
GRID_8DEG_WORLD,20x20,2,schelling_random_init,AvgDiffTypeCountingDiversityUtility,89.4,0.0021202498768680667,0.690875,0,0
GRID_8DEG_WORLD,20x20,3,random_init,BinaryDiversityUtility,0.0,0.0011268278661433753,0.6676666666666666,0,0
GRID_8DEG_WORLD,20x20,3,random_init,TypeCountingDiversityUtility,6.233333333333333,0.0011526936831723488,0.6996458333333332,1,0
GRID_8DEG_WORLD,20x20,3,random_init,DifferenceCountDiversityUtility,74.03333333333333,0.001132909375666417,0.8381041666666668,0,1
GRID_8DEG_WORLD,20x20,3,random_init,AvgDiffTypeCountingDiversityUtility,72.13333333333334,0.001132263636216911,0.8380208333333333,0,0
GRID_8DEG_WORLD,20x20,3,schelling_random_init,BinaryDiversityUtility,23.033333333333335,0.0007628697795967331,0.42093749999999996,0,0
GRID_8DEG_WORLD,20x20,3,schelling_random_init,TypeCountingDiversityUtility,58.3,0.0009704721749156241,0.6602291666666666,0,0
GRID_8DEG_WORLD,20x20,3,schelling_random_init,DifferenceCountDiversityUtility,135.1,0.0010954646980491198,0.8454583333333333,0,1
GRID_8DEG_WORLD,20x20,3,schelling_random_init,AvgDiffTypeCountingDiversityUtility,117.06666666666666,0.0011055157205338247,0.8444375,1,0
GRID_8DEG_WORLD,20x20,4,random_init,BinaryDiversityUtility,0.0,0.0018148678807241234,0.7503958333333334,0,0
GRID_8DEG_WORLD,20x20,4,random_init,TypeCountingDiversityUtility,25.2,0.0019206668759193476,0.8306875000000001,1,0
GRID_8DEG_WORLD,20x20,4,random_init,DifferenceCountDiversityUtility,86.2,0.0018950984943550207,0.9220625000000001,0,0
GRID_8DEG_WORLD,20x20,4,random_init,AvgDiffTypeCountingDiversityUtility,83.8,0.001899502734323735,0.9232916666666668,0,1
GRID_8DEG_WORLD,20x20,4,schelling_random_init,BinaryDiversityUtility,10.333333333333334,0.0012156384448246528,0.47375000000000006,0,0
GRID_8DEG_WORLD,20x20,4,schelling_random_init,TypeCountingDiversityUtility,76.96666666666667,0.001749228210298767,0.8199166666666667,0,0
GRID_8DEG_WORLD,20x20,4,schelling_random_init,DifferenceCountDiversityUtility,148.93333333333334,0.0018651638099773187,0.9282083333333333,1,0
GRID_8DEG_WORLD,20x20,4,schelling_random_init,AvgDiffTypeCountingDiversityUtility,149.23333333333332,0.0018621075642333083,0.929,0,1
GRID_8DEG_WORLD,20x20,5,random_init,BinaryDiversityUtility,0.0,0.0006540030611277709,0.7998333333333334,0,0
GRID_8DEG_WORLD,20x20,5,random_init,TypeCountingDiversityUtility,47.96666666666667,0.0007081037855150132,0.9159583333333334,1,0
GRID_8DEG_WORLD,20x20,5,random_init,DifferenceCountDiversityUtility,84.56666666666666,0.000701272478913,0.9586041666666666,0,0
GRID_8DEG_WORLD,20x20,5,random_init,AvgDiffTypeCountingDiversityUtility,98.7,0.0007057104989024811,0.9661041666666664,0,1
GRID_8DEG_WORLD,20x20,5,schelling_random_init,BinaryDiversityUtility,8.7,0.0004027593060272426,0.49581250000000004,0,0
GRID_8DEG_WORLD,20x20,5,schelling_random_init,TypeCountingDiversityUtility,105.16666666666667,0.000666639893684062,0.9133958333333331,0,0
GRID_8DEG_WORLD,20x20,5,schelling_random_init,DifferenceCountDiversityUtility,157.63333333333333,0.0006829805547851672,0.9645208333333334,0,0
GRID_8DEG_WORLD,20x20,5,schelling_random_init,AvgDiffTypeCountingDiversityUtility,175.96666666666667,0.0006916600868207889,0.9716874999999999,1,1
GRID_8DEG_WORLD,20x20,6,random_init,BinaryDiversityUtility,0.0,0.0008678019941257264,0.8330208333333335,0,0
GRID_8DEG_WORLD,20x20,6,random_init,TypeCountingDiversityUtility,62.7,0.0009643908995765466,0.9608749999999999,1,0
GRID_8DEG_WORLD,20x20,6,random_init,DifferenceCountDiversityUtility,83.6,0.0009504852162999666,0.9814375000000001,0,0
GRID_8DEG_WORLD,20x20,6,random_init,AvgDiffTypeCountingDiversityUtility,109.73333333333333,0.0009553597380901672,0.9913333333333333,0,1
GRID_8DEG_WORLD,20x20,6,schelling_random_init,BinaryDiversityUtility,12.733333333333333,0.0004422774172464145,0.44762500000000005,0,0
GRID_8DEG_WORLD,20x20,6,schelling_random_init,TypeCountingDiversityUtility,131.86666666666667,0.0009165720626868443,0.9558333333333333,0,0
GRID_8DEG_WORLD,20x20,6,schelling_random_init,DifferenceCountDiversityUtility,181.9,0.0009194464518329378,0.9855416666666665,0,0
GRID_8DEG_WORLD,20x20,6,schelling_random_init,AvgDiffTypeCountingDiversityUtility,186.76666666666668,0.0009391043343556816,0.9940625,1,1
GRID_8DEG_WORLD,20x20,7,random_init,BinaryDiversityUtility,0.0,0.0010976758284325853,0.8587499999999999,0,0
GRID_8DEG_WORLD,20x20,7,random_init,TypeCountingDiversityUtility,65.0,0.0012291844742737736,0.9791875,1,0
GRID_8DEG_WORLD,20x20,7,random_init,DifferenceCountDiversityUtility,78.06666666666666,0.001219895855764954,0.9905624999999999,0,0
GRID_8DEG_WORLD,20x20,7,random_init,AvgDiffTypeCountingDiversityUtility,101.03333333333333,0.0012259924143053936,0.9985625000000001,0,1
